image_id,bbox,category_id,id,num_bboxes
id_kkkpz698mnru,"[682.0, 420.0, 80.0, 117.0]",2.0,2578.0,16
id_8dc0k0ipynru,"[298.0, 898.0, 76.0, 55.0]",2.0,1577.0,35
id_xl3snztjarl8,,,,1
id_voqzf2uc68id,"[775.0, 492.0, 77.0, 70.0]",2.0,2276.0,33
id_xa7v4eltvehl,"[332.0, 300.0, 48.0, 47.0]",2.0,6777.0,4
id_3ia4q0lr5opm,"[633.0, 585.0, 59.0, 43.0]",3.0,830.0,6
id_iykctec21oj8,"[55.0, 708.0, 56.0, 65.0]",2.0,4286.0,41
id_ec8xn9n8lzje,"[0.0, 78.0, 42.0, 46.0]",2.0,1184.0,7
id_lpy50yci19qo,"[917.0, 174.0, 59.0, 63.0]",2.0,4317.0,12
id_yx1h92hir01w,"[317.0, 370.0, 36.0, 36.0]",2.0,6820.0,57
id_g1o561qqcxft,"[532.0, 670.0, 51.0, 51.0]",2.0,3284.0,67
id_7htp1u0f856m,"[361.0, 222.0, 35.0, 33.0]",2.0,1258.0,7
id_9bwmmfeygnfk,"[830.0, 304.0, 33.0, 38.0]",2.0,1067.0,23
id_6o1atcexz1bn,"[223.0, 0.0, 59.0, 49.0]",2.0,1745.0,4
id_arrv98g89a1z,"[78.0, 83.0, 32.0, 27.0]",2.0,2518.0,47
id_pqxlzauwguwo,"[41.0, 856.0, 51.0, 42.0]",2.0,5030.0,8
id_tpmzn3sno9nk,"[218.0, 148.0, 135.0, 137.0]",3.0,5969.0,13
id_ykovopha464w,"[324.0, 345.0, 63.0, 53.0]",2.0,2569.0,22
id_nr8mj9vlpb0i,"[401.0, 743.0, 62.0, 48.0]",2.0,3575.0,58
id_hogy50m7nky3,"[98.0, 171.0, 57.0, 42.0]",2.0,3980.0,18
id_9lkg6k28rxlh,"[596.0, 617.0, 53.0, 64.0]",2.0,2359.0,15
id_1r5apc9bsw0l,"[605.0, 435.0, 66.0, 52.0]",2.0,382.0,26
id_p8wkyu0j77fx,"[534.0, 527.0, 39.0, 66.0]",2.0,3753.0,55
id_dit3atlr3m2d,"[815.0, 668.0, 56.0, 48.0]",2.0,2907.0,10
id_0svlfj41isxt,"[203.0, 396.0, 22.0, 26.0]",2.0,112.0,37
id_5z2ldwrr16hn,,,,1
id_ds8stds3sasd,"[778.0, 464.0, 176.0, 108.0]",2.0,3197.0,7
id_ta3rvavrqi90,"[941.0, 287.0, 58.0, 80.0]",2.0,5918.0,52
id_f4macutluruh,"[910.0, 726.0, 61.0, 68.0]",2.0,1931.0,64
id_o34dx8g286le,"[774.0, 755.0, 45.0, 40.0]",2.0,2943.0,61
id_nr8mj9vlpb0i,"[317.0, 679.0, 67.0, 80.0]",2.0,3565.0,58
id_od4e74oyzw2f,"[400.0, 129.0, 53.0, 44.0]",2.0,4746.0,4
id_vmbvin2s06d4,"[440.0, 391.0, 63.0, 47.0]",2.0,6223.0,6
id_84cjf2pbqmtv,"[222.0, 828.0, 79.0, 74.0]",2.0,1363.0,17
id_y4m2kukiz66a,"[354.0, 654.0, 39.0, 36.0]",3.0,7177.0,24
id_5751yckhzy3s,"[275.0, 121.0, 22.0, 16.0]",3.0,917.0,7
id_9y6yhaopq0z9,"[639.0, 767.0, 61.0, 52.0]",2.0,1209.0,12
id_r3igxkasxjh9,,,,1
id_g4gtx0l0sptm,"[441.0, 73.0, 26.0, 21.0]",2.0,3348.0,85
id_utw6ihg3gahh,"[262.0, 387.0, 18.0, 25.0]",2.0,6233.0,7
id_epl4r14vbvny,"[691.0, 351.0, 56.0, 37.0]",2.0,3375.0,24
id_ne2icpo0kxbg,"[216.0, 619.0, 40.0, 27.0]",3.0,4640.0,5
id_wjz7ypzj8il9,"[200.0, 266.0, 43.0, 30.0]",2.0,3913.0,30
id_1ow6ctv4gow6,"[634.0, 661.0, 73.0, 52.0]",2.0,493.0,109
id_63x69nbb8p97,"[243.0, 364.0, 32.0, 27.0]",2.0,1522.0,63
id_4orng9wsgih0,"[343.0, 215.0, 27.0, 24.0]",2.0,1085.0,18
id_c9og0uphg1ie,"[374.0, 299.0, 58.0, 95.0]",2.0,2909.0,37
id_1pd2cq2pofgr,"[215.0, 52.0, 46.0, 53.0]",2.0,379.0,13
id_vglzbac6suob,"[343.0, 2.0, 18.0, 19.0]",2.0,6206.0,7
id_d1bh3b73iiom,,,,1
id_px13ilvq9303,"[844.0, 456.0, 42.0, 55.0]",2.0,5609.0,54
id_1b8f88p8md3u,"[833.0, 289.0, 44.0, 31.0]",2.0,340.0,44
id_c737954ujd7q,"[77.0, 312.0, 36.0, 39.0]",2.0,1931.0,9
id_31cxkkyodb3a,"[56.0, 590.0, 62.0, 54.0]",2.0,722.0,88
id_ni8h415zs5kg,"[61.0, 749.0, 38.0, 64.0]",2.0,4716.0,18
id_ggo3tvj1t09s,"[863.0, 249.0, 30.0, 22.0]",3.0,3417.0,5
id_csmr5mwu7h9q,"[28.0, 184.0, 33.0, 50.0]",2.0,2452.0,6
id_exl7855wnqq4,"[368.0, 216.0, 35.0, 36.0]",2.0,3431.0,13
id_l13zoe3vustt,"[496.0, 24.0, 78.0, 71.0]",2.0,4163.0,20
id_9zfep6w79a7k,"[632.0, 873.0, 73.0, 53.0]",2.0,1719.0,27
id_2bqatd34ui6p,"[0.0, 732.0, 31.0, 64.0]",2.0,491.0,11
id_13epxdunjofa,"[126.0, 197.0, 59.0, 53.0]",2.0,227.0,7
id_se5qth5y75sm,"[403.0, 339.0, 35.0, 45.0]",2.0,3476.0,34
id_ow3m404zvzpl,"[56.0, 0.0, 57.0, 40.0]",2.0,5038.0,45
id_35qp2q8ep50u,"[836.0, 852.0, 70.0, 74.0]",2.0,771.0,2
id_bghawb8ujsg6,,,,1
id_61qpocnlsk1f,"[45.0, 304.0, 25.0, 28.0]",2.0,1231.0,52
id_ta3rvavrqi90,"[513.0, 219.0, 59.0, 43.0]",2.0,5921.0,52
id_116yenvb7wud,"[263.0, 231.0, 22.0, 30.0]",2.0,202.0,87
id_h5ytgiodszpo,"[101.0, 166.0, 24.0, 29.0]",2.0,2608.0,27
id_jd5wzf4r0mnd,"[583.0, 419.0, 101.0, 116.0]",2.0,3810.0,12
id_pdnvmhs8uwgg,"[87.0, 173.0, 60.0, 46.0]",2.0,4932.0,22
id_mnfldj18q6lq,"[887.0, 505.0, 53.0, 40.0]",2.0,4472.0,5
id_kshzt957xdgn,"[478.0, 935.0, 30.0, 39.0]",2.0,1549.0,9
id_7qkuci31a6ys,"[94.0, 693.0, 42.0, 60.0]",2.0,392.0,32
id_8o85mitghxbd,"[882.0, 458.0, 33.0, 29.0]",2.0,1630.0,3
id_n2ygc6c74u1k,"[69.0, 716.0, 54.0, 48.0]",2.0,3450.0,35
id_ciiqz9xwcsfr,"[712.0, 760.0, 23.0, 24.0]",3.0,905.0,11
id_t484zbuxkfxz,"[446.0, 758.0, 168.0, 158.0]",3.0,5973.0,5
id_ztlvhowgk22e,"[424.0, 424.0, 24.0, 20.0]",2.0,7048.0,4
id_c9og0uphg1ie,"[170.0, 272.0, 69.0, 50.0]",2.0,2907.0,37
id_hyintg26th6i,,,,1
id_54xsrougw0p9,"[364.0, 163.0, 64.0, 54.0]",2.0,1186.0,11
id_4dv1kfp6io81,"[696.0, 183.0, 51.0, 69.0]",2.0,965.0,68
id_s6wbvdd9e7gi,"[749.0, 411.0, 30.0, 37.0]",3.0,2006.0,3
id_e0h7tfax7djy,,,,1
id_a73xtqhpokax,"[633.0, 334.0, 91.0, 74.0]",2.0,1781.0,12
id_iulmnbseeba5,"[108.0, 422.0, 40.0, 55.0]",2.0,4261.0,8
id_7nv2iaq3l3kr,"[361.0, 794.0, 52.0, 63.0]",2.0,846.0,10
id_46u5t0rej8pv,"[399.0, 198.0, 18.0, 21.0]",2.0,594.0,74
id_xzy1l8mbvfqv,"[521.0, 530.0, 32.0, 35.0]",3.0,7045.0,78
id_juf6p4r7ipit,"[0.0, 714.0, 48.0, 66.0]",2.0,2527.0,22
id_9mp4ekau1lve,"[728.0, 797.0, 71.0, 57.0]",2.0,2368.0,10
id_vhgpu3d40la0,"[457.0, 319.0, 23.0, 29.0]",2.0,6368.0,22
id_5fdb5qrlg1bb,"[82.0, 222.0, 29.0, 44.0]",2.0,942.0,8
id_2p45kr0mjzur,"[195.0, 888.0, 51.0, 60.0]",2.0,582.0,8
id_nhtlvmbctg4m,"[400.0, 914.0, 64.0, 58.0]",2.0,4699.0,7
id_h8ix9wigm5dj,"[349.0, 964.0, 51.0, 35.0]",2.0,2642.0,6
id_5zzwrophss7l,"[285.0, 790.0, 46.0, 35.0]",2.0,705.0,8
id_j0jvtm81nh89,"[83.0, 174.0, 75.0, 63.0]",2.0,2954.0,19
id_h8bmhciyzd8l,,,,1
id_vn11k3gy54we,"[886.0, 359.0, 47.0, 39.0]",2.0,4626.0,18
id_f4macutluruh,"[555.0, 399.0, 23.0, 37.0]",2.0,1963.0,64
id_t6pcmzsdo2i7,"[86.0, 286.0, 47.0, 43.0]",2.0,5988.0,32
id_0bw1v0z8nuy3,"[159.0, 945.0, 43.0, 32.0]",2.0,27.0,38
id_x73gv3g9frn1,"[81.0, 548.0, 48.0, 57.0]",2.0,3988.0,50
id_g4gtx0l0sptm,"[188.0, 23.0, 25.0, 30.0]",2.0,3337.0,85
id_7oudsw9i4mo0,"[154.0, 52.0, 42.0, 39.0]",2.0,1660.0,34
id_iuomvpcowgck,"[540.0, 331.0, 72.0, 72.0]",2.0,2918.0,12
id_dbuawwad2juo,"[201.0, 125.0, 35.0, 44.0]",2.0,3089.0,19
id_2nife6lnynfg,"[586.0, 979.0, 63.0, 20.0]",2.0,812.0,62
id_afdtputtmjjc,"[131.0, 270.0, 77.0, 58.0]",2.0,2375.0,14
id_b1493m7e58oq,"[820.0, 346.0, 101.0, 78.0]",2.0,1387.0,41
id_1hovgv67qqcv,"[74.0, 445.0, 70.0, 68.0]",2.0,350.0,19
id_0em1fd0hfy4a,"[413.0, 945.0, 53.0, 31.0]",2.0,11.0,2
id_94123i4ynxfj,"[335.0, 514.0, 76.0, 51.0]",2.0,2072.0,35
id_yvfnmrq71bzo,"[308.0, 101.0, 63.0, 71.0]",2.0,5095.0,10
id_ejwalpk403sp,"[203.0, 295.0, 33.0, 39.0]",2.0,3320.0,50
id_6dqo5hpe12fn,"[185.0, 357.0, 30.0, 26.0]",2.0,1697.0,48
id_84cjf2pbqmtv,"[248.0, 88.0, 68.0, 59.0]",2.0,1355.0,17
id_noii8713rfp9,"[923.0, 374.0, 44.0, 75.0]",2.0,4804.0,69
id_ggkmgz9tu3uc,"[0.0, 566.0, 42.0, 37.0]",2.0,3349.0,6
id_r4jz1wdg2v3c,,,,1
id_58cl7lwo4epv,"[23.0, 669.0, 43.0, 42.0]",2.0,623.0,28
id_p25whdapnzvg,"[31.0, 868.0, 52.0, 69.0]",2.0,3099.0,78
id_0qg9hyp8m8jj,"[398.0, 192.0, 29.0, 39.0]",2.0,180.0,15
id_g1o561qqcxft,"[47.0, 796.0, 56.0, 40.0]",2.0,3277.0,67
id_zxmu4aoc2hps,,,,1
id_vy2ce3d8eqq6,"[303.0, 292.0, 73.0, 46.0]",2.0,6296.0,23
id_ciiqz9xwcsfr,"[496.0, 440.0, 28.0, 22.0]",3.0,906.0,11
id_6jlqcsyz7v2e,"[123.0, 0.0, 54.0, 43.0]",2.0,747.0,9
id_noii8713rfp9,"[37.0, 832.0, 67.0, 68.0]",2.0,4812.0,69
id_26ruzq2jco39,"[162.0, 10.0, 39.0, 44.0]",2.0,348.0,29
id_4iwqmfplhmig,"[545.0, 475.0, 63.0, 49.0]",2.0,1034.0,12
id_0h1l12y0nbb7,"[497.0, 542.0, 31.0, 31.0]",3.0,15.0,5
id_m5ztugxn66sb,"[384.0, 287.0, 31.0, 33.0]",2.0,4475.0,14
id_sek2ejbwacx3,"[348.0, 215.0, 52.0, 43.0]",2.0,5589.0,20
id_gxgqmskii8tn,"[366.0, 211.0, 46.0, 35.0]",2.0,3552.0,26
id_famltaq0krnw,"[513.0, 69.0, 58.0, 45.0]",2.0,1995.0,22
id_suwtpmdcxyi3,"[824.0, 863.0, 98.0, 63.0]",2.0,5696.0,69
id_9a23revha7er,"[933.0, 302.0, 66.0, 174.0]",2.0,2193.0,17
id_84cjf2pbqmtv,"[936.0, 116.0, 55.0, 44.0]",2.0,1368.0,17
id_ylazzninoyas,"[340.0, 178.0, 65.0, 64.0]",2.0,6729.0,18
id_7tnds8hdvbtf,"[260.0, 350.0, 42.0, 38.0]",2.0,1926.0,36
id_giufys5wb4e7,"[639.0, 978.0, 63.0, 21.0]",2.0,2542.0,1
id_u3ojhxybv3k5,"[654.0, 327.0, 48.0, 39.0]",2.0,2130.0,9
id_zmc605m3kuz7,"[74.0, 394.0, 65.0, 71.0]",2.0,7469.0,62
id_5pp0k9pjagnw,"[641.0, 121.0, 55.0, 48.0]",2.0,1089.0,114
id_3u8m5yofh6ej,"[567.0, 0.0, 51.0, 53.0]",2.0,500.0,6
id_daw37i1ixhux,,,,1
id_ept7dq68xmki,"[185.0, 855.0, 53.0, 44.0]",2.0,1815.0,38
id_lewnwfjdfbjl,"[759.0, 256.0, 107.0, 117.0]",2.0,4253.0,11
id_2q3toeeg590y,"[864.0, 458.0, 37.0, 43.0]",2.0,571.0,33
id_ds8stds3sasd,"[392.0, 579.0, 68.0, 156.0]",2.0,3198.0,7
id_jt8ulvh1giwi,"[265.0, 924.0, 53.0, 41.0]",2.0,4511.0,14
id_p246au66eeam,"[0.0, 924.0, 49.0, 70.0]",2.0,5125.0,57
id_g67uczgxnyfc,"[422.0, 203.0, 78.0, 90.0]",2.0,3317.0,21
id_7oudsw9i4mo0,"[410.0, 215.0, 49.0, 58.0]",2.0,1676.0,34
id_xy9fifia8rcl,"[817.0, 0.0, 121.0, 92.0]",3.0,4054.0,4
id_dfrp7i2q8lsr,"[64.0, 676.0, 56.0, 35.0]",2.0,1675.0,5
id_2nife6lnynfg,"[904.0, 834.0, 28.0, 27.0]",2.0,787.0,62
id_4rbu92q1gr0p,"[119.0, 435.0, 64.0, 81.0]",2.0,1305.0,27
id_iev1gfgwrnw5,,,,1
id_xzy1l8mbvfqv,"[775.0, 582.0, 50.0, 44.0]",2.0,7043.0,78
id_4ftzsl3h942p,"[445.0, 125.0, 37.0, 29.0]",2.0,693.0,9
id_fuxcbxfp85tq,,,,1
id_kj3qsl59uhw1,"[82.0, 540.0, 73.0, 68.0]",2.0,1530.0,10
id_sek2ejbwacx3,"[698.0, 425.0, 53.0, 56.0]",2.0,5599.0,20
id_1ow6ctv4gow6,"[790.0, 737.0, 84.0, 68.0]",2.0,499.0,109
id_xox6md4g7qie,"[473.0, 178.0, 53.0, 46.0]",2.0,6646.0,20
id_uhj8tp25318a,,,,1
id_14hlw17xrotu,"[41.0, 160.0, 49.0, 55.0]",2.0,251.0,47
id_bqjarmfjcsij,"[448.0, 281.0, 110.0, 79.0]",2.0,1530.0,5
id_526a21541hli,"[55.0, 141.0, 38.0, 21.0]",2.0,872.0,28
id_oo9g3tvbmdys,"[203.0, 217.0, 41.0, 39.0]",2.0,1776.0,8
id_se5qth5y75sm,"[243.0, 320.0, 50.0, 49.0]",2.0,3477.0,34
id_r5gd0rhz1osg,"[568.0, 760.0, 59.0, 55.0]",2.0,5137.0,3
id_yx1h92hir01w,"[41.0, 73.0, 32.0, 30.0]",2.0,6855.0,57
id_l13zoe3vustt,"[524.0, 433.0, 53.0, 51.0]",2.0,4152.0,20
id_yu3rawib9qq1,"[146.0, 324.0, 51.0, 53.0]",2.0,6864.0,3
id_rycbuf8ak3il,"[761.0, 13.0, 44.0, 32.0]",2.0,3436.0,3
id_47p73ybt29dn,"[795.0, 884.0, 60.0, 78.0]",2.0,1202.0,3
id_i9q2oj50fl2o,"[15.0, 207.0, 98.0, 43.0]",2.0,4110.0,11
id_gk9cyikcunil,"[214.0, 503.0, 61.0, 64.0]",2.0,3450.0,55
id_y8wgm7pse9ih,"[685.0, 811.0, 50.0, 62.0]",2.0,7188.0,16
id_x5dfny1q90nd,"[179.0, 49.0, 28.0, 15.0]",2.0,6744.0,9
id_0v85a76qcx9m,"[519.0, 381.0, 59.0, 68.0]",2.0,249.0,128
id_jpc93al41e3q,,,,1
id_r93q5ztdfdgp,"[175.0, 66.0, 61.0, 39.0]",2.0,3391.0,6
id_3r1n5ez0k5gi,"[647.0, 805.0, 109.0, 93.0]",2.0,861.0,26
id_boatjahoxldl,"[917.0, 899.0, 48.0, 36.0]",2.0,2827.0,76
id_lf7l82uiodsh,,,,1
id_116yenvb7wud,"[161.0, 345.0, 38.0, 26.0]",2.0,219.0,87
id_1kp6tk61zl3s,"[421.0, 350.0, 78.0, 92.0]",2.0,361.0,20
id_v0ssgohnrho8,"[297.0, 306.0, 33.0, 23.0]",2.0,6136.0,17
id_28132igi0chd,"[399.0, 902.0, 59.0, 60.0]",2.0,226.0,37
id_zfaighstjfcs,,,,1
id_x73gv3g9frn1,"[851.0, 238.0, 54.0, 67.0]",2.0,3963.0,50
id_ex46y7u6qyq4,"[710.0, 131.0, 55.0, 56.0]",2.0,2232.0,9
id_7siu8ov3lael,"[218.0, 521.0, 62.0, 54.0]",3.0,1703.0,7
id_sj36zx3v6ufl,"[2.0, 180.0, 40.0, 59.0]",2.0,4252.0,4
id_2xcekbqg8arc,"[0.0, 634.0, 92.0, 73.0]",2.0,661.0,17
id_5xrwk7b59v3e,"[265.0, 9.0, 42.0, 37.0]",2.0,698.0,2
id_8ndtdnipw2ty,"[458.0, 88.0, 37.0, 34.0]",2.0,1446.0,3
id_g1o561qqcxft,"[111.0, 392.0, 44.0, 67.0]",2.0,3254.0,67
id_q2k8v99jxaje,"[0.0, 50.0, 23.0, 33.0]",2.0,3907.0,38
id_38prs6w6w8j6,"[322.0, 364.0, 65.0, 48.0]",2.0,681.0,1
id_eo6mdocfj76e,"[489.0, 0.0, 142.0, 109.0]",2.0,2884.0,15
id_h5ytgiodszpo,"[158.0, 375.0, 20.0, 16.0]",2.0,2633.0,27
id_wma6pbsy0cdh,"[275.0, 975.0, 32.0, 24.0]",3.0,2410.0,12
id_xbns3hs6b466,"[846.0, 105.0, 42.0, 45.0]",2.0,4009.0,6
id_358071whznkw,"[186.0, 235.0, 35.0, 26.0]",3.0,176.0,3
id_j5fde3ltmpyw,"[569.0, 925.0, 51.0, 59.0]",2.0,4393.0,21
id_bc7ssii8hukn,"[288.0, 38.0, 46.0, 37.0]",2.0,2550.0,38
id_d9460xme30qe,"[218.0, 933.0, 41.0, 44.0]",2.0,1113.0,53
id_zl30q11taqm8,"[9.0, 376.0, 35.0, 35.0]",2.0,7064.0,57
id_boatjahoxldl,"[327.0, 308.0, 55.0, 52.0]",2.0,2773.0,76
id_tlhidjkswee5,,,,1
id_jnuv9im40az4,"[436.0, 170.0, 16.0, 21.0]",2.0,4196.0,12
id_9m6hsil8gulp,"[444.0, 337.0, 31.0, 24.0]",2.0,1678.0,17
id_mizk8eubp7zq,,,,1
id_kh0wom03wdct,"[0.0, 178.0, 103.0, 73.0]",1.0,4300.0,11
id_9ofoz0hx7dx3,"[200.0, 0.0, 113.0, 74.0]",2.0,1107.0,21
id_wx0whc56fk1m,"[135.0, 127.0, 35.0, 53.0]",2.0,6485.0,5
id_z6rgy0jm2w4q,"[757.0, 705.0, 51.0, 45.0]",2.0,6924.0,18
id_sm7uwy4psab3,"[332.0, 220.0, 36.0, 32.0]",2.0,3514.0,40
id_n02t0qxjfwkk,"[216.0, 112.0, 48.0, 48.0]",2.0,4538.0,46
id_j0jvtm81nh89,"[67.0, 72.0, 52.0, 40.0]",2.0,2963.0,19
id_fitv3g8lqej1,"[221.0, 451.0, 22.0, 21.0]",2.0,3163.0,3
id_ayuvduw1kbdq,"[426.0, 472.0, 57.0, 46.0]",2.0,1315.0,67
id_7nj2bdlbdlgr,,,,1
id_zmc605m3kuz7,"[486.0, 774.0, 59.0, 54.0]",2.0,7491.0,62
id_h9hlrgbaxln8,"[81.0, 316.0, 23.0, 22.0]",3.0,3706.0,3
id_lpmthv5gdqna,"[212.0, 441.0, 63.0, 43.0]",2.0,4894.0,13
id_cf31ix3fd200,"[538.0, 460.0, 33.0, 30.0]",3.0,874.0,13
id_qcirzer0dbli,,,,1
id_h8ix9wigm5dj,"[359.0, 922.0, 51.0, 26.0]",2.0,2647.0,6
id_1eb797b0l3jm,"[205.0, 273.0, 42.0, 50.0]",2.0,307.0,34
id_76v8rf4704y3,"[480.0, 703.0, 35.0, 50.0]",2.0,1209.0,49
id_46u5t0rej8pv,"[411.0, 337.0, 19.0, 27.0]",2.0,585.0,74
id_8i9y25amjucs,,,,1
id_n02t0qxjfwkk,"[96.0, 104.0, 80.0, 69.0]",2.0,4536.0,46
id_9rsavkrwebbx,"[326.0, 445.0, 62.0, 55.0]",2.0,624.0,2
id_fcqzm65fqa84,"[422.0, 580.0, 52.0, 33.0]",2.0,3139.0,57
id_njru6oegqecc,"[695.0, 818.0, 45.0, 50.0]",2.0,3548.0,29
id_0w0ass8iq8mc,"[174.0, 0.0, 84.0, 49.0]",2.0,218.0,2
id_nsowli7i1mb1,"[401.0, 82.0, 28.0, 42.0]",2.0,5281.0,40
id_0v85a76qcx9m,"[179.0, 749.0, 50.0, 48.0]",2.0,196.0,128
id_aeav1g8m46yq,"[361.0, 717.0, 52.0, 21.0]",2.0,2372.0,5
id_k90ekyoh61m3,"[417.0, 236.0, 41.0, 34.0]",3.0,2553.0,11
id_t7u0xnigj2ce,"[492.0, 953.0, 40.0, 43.0]",3.0,5789.0,6
id_f0sjcegdzjft,"[6.0, 12.0, 31.0, 28.0]",2.0,2950.0,25
id_xfivqu589rcw,,,,1
id_zbu60gw6gymv,"[559.0, 123.0, 63.0, 45.0]",2.0,5210.0,58
id_xgv4ev485hwk,"[394.0, 368.0, 24.0, 29.0]",2.0,4878.0,55
id_st0itazlu316,"[239.0, 810.0, 51.0, 56.0]",2.0,4300.0,14
id_p8wkyu0j77fx,"[478.0, 321.0, 53.0, 44.0]",2.0,3790.0,55
id_y3ti1keqvnhx,"[826.0, 528.0, 71.0, 44.0]",2.0,7091.0,87
id_etvome9srcef,"[0.0, 588.0, 51.0, 43.0]",2.0,3416.0,13
id_wbia5y6s3jfm,"[194.0, 20.0, 58.0, 93.0]",2.0,6489.0,4
id_gebu3emysg6q,"[291.0, 783.0, 62.0, 64.0]",2.0,2537.0,6
id_rllaaoh4cqjn,"[236.0, 113.0, 39.0, 33.0]",2.0,5514.0,21
id_n02t0qxjfwkk,"[563.0, 345.0, 30.0, 58.0]",2.0,4576.0,46
id_8w3uurtfe3pe,"[913.0, 866.0, 56.0, 57.0]",2.0,1036.0,16
id_ipularbs24mh,"[73.0, 448.0, 57.0, 50.0]",2.0,3712.0,24
id_mq116211n4qz,"[352.0, 93.0, 46.0, 36.0]",2.0,4577.0,14
id_txwntryma8jl,"[14.0, 322.0, 60.0, 42.0]",2.0,4409.0,23
id_w8m7gz01opq5,"[184.0, 328.0, 32.0, 33.0]",2.0,6448.0,35
id_07u30a5epud2,,,,1
id_p25whdapnzvg,"[769.0, 308.0, 44.0, 56.0]",2.0,3060.0,78
id_2vadfxxgv7g2,"[831.0, 35.0, 38.0, 58.0]",3.0,588.0,6
id_javrncu81fx2,"[0.0, 646.0, 106.0, 143.0]",2.0,2986.0,8
id_4se08aj44wgw,"[342.0, 216.0, 52.0, 57.0]",2.0,1103.0,31
id_lhitjxlbj13v,"[5.0, 53.0, 30.0, 43.0]",2.0,4839.0,84
id_5d9qdjq61vxf,"[518.0, 95.0, 37.0, 40.0]",2.0,653.0,1
id_1qacw7j6ipwl,"[438.0, 172.0, 49.0, 35.0]",2.0,154.0,7
id_88qfud2eh4rg,"[162.0, 604.0, 83.0, 78.0]",2.0,983.0,7
id_4nj2f3n5yth5,"[14.0, 354.0, 45.0, 55.0]",2.0,1057.0,5
id_1jfx10fycxap,,,,1
id_jjcl7uevjcz2,"[18.0, 128.0, 75.0, 77.0]",2.0,4154.0,13
id_34budl14a8fw,"[936.0, 509.0, 50.0, 26.0]",2.0,879.0,27
id_kq357v0gf6xp,"[924.0, 952.0, 51.0, 47.0]",2.0,4107.0,31
id_xwsg7nei091s,"[478.0, 294.0, 21.0, 31.0]",2.0,6679.0,3
id_0v85a76qcx9m,"[415.0, 733.0, 48.0, 43.0]",2.0,209.0,128
id_0v85a76qcx9m,"[371.0, 467.0, 63.0, 50.0]",2.0,202.0,128
id_63zq72bgwrf0,"[738.0, 564.0, 261.0, 160.0]",2.0,1027.0,16
id_r8t6gfswj7x2,"[480.0, 312.0, 66.0, 52.0]",2.0,3384.0,8
id_n917saq5r5fb,"[35.0, 81.0, 46.0, 38.0]",2.0,4647.0,35
id_4se08aj44wgw,"[755.0, 32.0, 60.0, 64.0]",2.0,1124.0,31
id_tket30t4mxza,"[823.0, 499.0, 97.0, 104.0]",2.0,5879.0,11
id_jjqzsujktswf,,,,1
id_940gy5b2uqmu,,,,1
id_nvlkeocjctp4,"[598.0, 339.0, 42.0, 40.0]",3.0,5318.0,3
id_9snmhtv8vqem,"[390.0, 572.0, 47.0, 19.0]",3.0,1725.0,9
id_26ruzq2jco39,"[258.0, 106.0, 51.0, 46.0]",2.0,324.0,29
id_ejwalpk403sp,"[105.0, 162.0, 31.0, 30.0]",2.0,3312.0,50
id_bqjarmfjcsij,"[374.0, 122.0, 173.0, 147.0]",2.0,1528.0,5
id_1eb797b0l3jm,"[12.0, 147.0, 69.0, 37.0]",2.0,303.0,34
id_1u64kl1uwp69,"[471.0, 361.0, 26.0, 24.0]",2.0,174.0,6
id_2yhmtx8acjni,"[668.0, 717.0, 54.0, 47.0]",2.0,168.0,20
id_5eahvpclfp3f,"[283.0, 0.0, 34.0, 18.0]",2.0,1391.0,9
id_a8rarwmx82bj,"[459.0, 90.0, 37.0, 38.0]",2.0,1795.0,11
id_sbcfd91f94ok,"[945.0, 127.0, 54.0, 79.0]",2.0,4186.0,41
id_dvl1kfyx5yxc,"[160.0, 221.0, 63.0, 55.0]",2.0,1174.0,11
id_n0zhgjieupy7,,,,1
id_2vc1e9ijd8y5,"[263.0, 133.0, 42.0, 42.0]",2.0,595.0,71
id_zbu60gw6gymv,"[545.0, 907.0, 54.0, 63.0]",2.0,5209.0,58
id_5u24ogppojxv,"[705.0, 0.0, 56.0, 41.0]",2.0,690.0,36
id_4jpteol4avp1,"[418.0, 120.0, 35.0, 33.0]",2.0,704.0,10
id_tq4t2r64przo,,,,1
id_7djs9fichtyo,"[838.0, 650.0, 68.0, 78.0]",2.0,1880.0,5
id_gbhtfm03gku3,"[176.0, 639.0, 51.0, 51.0]",1.0,2453.0,34
id_rktffd7tm7mv,"[33.0, 266.0, 48.0, 41.0]",2.0,5492.0,8
id_wvkz8ri7pq30,"[353.0, 415.0, 43.0, 56.0]",2.0,6472.0,19
id_d6nziy7nimi3,"[210.0, 497.0, 47.0, 41.0]",2.0,1030.0,84
id_x73gv3g9frn1,"[951.0, 606.0, 48.0, 63.0]",2.0,3986.0,50
id_st0itazlu316,"[428.0, 698.0, 45.0, 47.0]",2.0,4305.0,14
id_f4macutluruh,"[142.0, 430.0, 104.0, 75.0]",2.0,1946.0,64
id_nr8mj9vlpb0i,"[697.0, 222.0, 54.0, 45.0]",2.0,3559.0,58
id_gk9cyikcunil,"[310.0, 333.0, 74.0, 51.0]",2.0,3441.0,55
id_g4gtx0l0sptm,"[57.0, 157.0, 31.0, 21.0]",2.0,3320.0,85
id_45qru79t6s4n,"[274.0, 68.0, 35.0, 47.0]",2.0,924.0,7
id_zbu60gw6gymv,"[614.0, 524.0, 48.0, 44.0]",2.0,5192.0,58
